Timestamp,TotalBytes,Is_Attack
2024-01-01 00:00:00,1020.4734693814185,0.0
2024-01-01 00:00:01,1022.9709600399473,0.0
2024-01-01 00:00:02,1005.485536497149,0.0
2024-01-01 00:00:03,1027.3413947147653,0.0
2024-01-01 00:00:04,1038.0000070483877,0.0
2024-01-01 00:00:05,1042.444654534169,0.0
2024-01-01 00:00:06,1019.1198151064034,0.0
2024-01-01 00:00:07,1019.4391065202492,0.0
2024-01-01 00:00:08,1006.8647043534615,0.0
2024-01-01 00:00:09,1051.3073027344033,0.0
2024-01-01 00:00:10,1044.605795540694,0.0
2024-01-01 00:00:11,1008.6833937252269,0.0
2024-01-01 00:00:12,977.6219126922725,0.0
2024-01-01 00:00:13,1028.0717714382417,0.0
2024-01-01 00:00:14,1030.082159171738,0.0
2024-01-01 00:00:15,1028.6635436992349,0.0
2024-01-01 00:00:16,1021.6109574550768,0.0
2024-01-01 00:00:17,1012.751117686565,0.0
2024-01-01 00:00:18,1019.0532001177664,0.0
2024-01-01 00:00:19,1015.0066060663428,0.0
2024-01-01 00:00:20,993.0926393725905,0.0
2024-01-01 00:00:21,1038.793690348481,0.0
2024-01-01 00:00:22,991.6967004985985,0.0
2024-01-01 00:00:23,998.0752458018629,0.0
2024-01-01 00:00:24,1018.017490367897,0.0
2024-01-01 00:00:25,1027.5808716730792,0.0
2024-01-01 00:00:26,1001.2715075960975,0.0
2024-01-01 00:00:27,1016.7091438950877,0.0
2024-01-01 00:00:28,1016.7840359054736,0.0
2024-01-01 00:00:29,1018.4121740340062,0.0
2024-01-01 00:00:30,1005.062545102283,0.0
2024-01-01 00:00:31,1028.3065658835321,0.0
2024-01-01 00:00:32,989.9159796338226,0.0
2024-01-01 00:00:33,1004.781822481028,0.0
2024-01-01 00:00:34,1030.5915089217103,0.0
2024-01-01 00:00:35,1024.734494123923,0.0
2024-01-01 00:00:36,1002.8181339925401,0.0
2024-01-01 00:00:37,1029.7301356750575,0.0
2024-01-01 00:00:38,1050.7080608051854,0.0
2024-01-01 00:00:39,1028.5352111243478,0.0
2024-01-01 00:00:40,1018.494002492903,0.0
2024-01-01 00:00:41,1015.2902990741092,0.0
2024-01-01 00:00:42,1023.8574848806257,0.0
2024-01-01 00:00:43,1027.2664592763556,0.0
2024-01-01 00:00:44,1019.014755805445,0.0
2024-01-01 00:00:45,1057.492425686523,0.0
2024-01-01 00:00:46,1039.7320652081544,0.0
2024-01-01 00:00:47,1062.42414158254,0.0
2024-01-01 00:00:48,1050.2938387968175,0.0
2024-01-01 00:00:49,1036.8402893942296,0.0
2024-01-01 00:00:50,1025.8893307665057,0.0
2024-01-01 00:00:51,1053.7374031265304,0.0
2024-01-01 00:00:52,1056.4285972177565,0.0
2024-01-01 00:00:53,1045.795751883403,0.0
2024-01-01 00:00:54,1047.8774447414937,0.0
2024-01-01 00:00:55,1087.8066608322536,0.0
2024-01-01 00:00:56,1039.7543443656891,0.0
2024-01-01 00:00:57,1081.1244088736385,0.0
2024-01-01 00:00:58,1064.4975403572446,0.0
2024-01-01 00:00:59,1043.471115760114,0.0
2024-01-01 00:01:00,1063.053267575437,0.0
2024-01-01 00:01:01,1055.7054733887053,0.0
2024-01-01 00:01:02,1091.407169703253,0.0
2024-01-01 00:01:03,1072.108045775522,0.0
2024-01-01 00:01:04,1072.527302351374,0.0
2024-01-01 00:01:05,1065.535832808447,0.0
2024-01-01 00:01:06,1045.1669305560295,0.0
2024-01-01 00:01:07,1082.4362870731406,0.0
2024-01-01 00:01:08,1050.7238554007104,0.0
2024-01-01 00:01:09,1065.2296946046552,0.0
2024-01-01 00:01:10,1070.6347933092138,0.0
2024-01-01 00:01:11,1074.0203708336635,0.0
2024-01-01 00:01:12,1060.6376877514842,0.0
2024-01-01 00:01:13,1024.6893839849872,0.0
2024-01-01 00:01:14,1060.856862278986,0.0
2024-01-01 00:01:15,1079.4591282560873,0.0
2024-01-01 00:01:16,1043.0254716716313,0.0
2024-01-01 00:01:17,1038.408098647351,0.0
2024-01-01 00:01:18,1049.1119340095875,0.0
2024-01-01 00:01:19,1052.974510611985,0.0
2024-01-01 00:01:20,1041.2194125941824,0.0
2024-01-01 00:01:21,1043.7250354915334,0.0
2024-01-01 00:01:22,1034.6704024521189,0.0
2024-01-01 00:01:23,1042.559582627761,0.0
2024-01-01 00:01:24,1042.2210190933747,0.0
2024-01-01 00:01:25,1017.3318745884186,0.0
2024-01-01 00:01:26,1025.2282660315655,0.0
2024-01-01 00:01:27,1019.6564656995616,0.0
2024-01-01 00:01:28,1038.5363423802592,0.0
2024-01-01 00:01:29,1048.0845490406152,0.0
2024-01-01 00:01:30,1027.8995392083798,0.0
2024-01-01 00:01:31,1015.8069747693575,0.0
2024-01-01 00:01:32,1042.7888732820786,0.0
2024-01-01 00:01:33,1018.0558241786622,0.0
2024-01-01 00:01:34,1027.3552488743703,0.0
2024-01-01 00:01:35,1044.541205725283,0.0
2024-01-01 00:01:36,1015.291054643272,0.0
2024-01-01 00:01:37,1033.5743504249233,0.0
2024-01-01 00:01:38,1038.1467204630208,0.0
2024-01-01 00:01:39,1031.210898153872,0.0
2024-01-01 00:01:40,1027.9700436082956,0.0
2024-01-01 00:01:41,1021.8245172271767,0.0
2024-01-01 00:01:42,1038.7228978544624,0.0
2024-01-01 00:01:43,1017.8545359046262,0.0
2024-01-01 00:01:44,1023.2232842122773,0.0
2024-01-01 00:01:45,1020.3765483602266,0.0
2024-01-01 00:01:46,1010.1766786304995,0.0
2024-01-01 00:01:47,1033.3047004937735,0.0
2024-01-01 00:01:48,1032.5802925672206,0.0
2024-01-01 00:01:49,1023.380737856475,0.0
2024-01-01 00:01:50,1053.5303222089785,0.0
2024-01-01 00:01:51,1044.7601216583225,0.0
2024-01-01 00:01:52,1047.4153490612202,0.0
2024-01-01 00:01:53,1028.3779116614235,0.0
2024-01-01 00:01:54,1027.7380810192658,0.0
2024-01-01 00:01:55,1027.9269757455074,0.0
2024-01-01 00:01:56,1040.4548050459928,0.0
2024-01-01 00:01:57,1064.5697333732135,0.0
2024-01-01 00:01:58,1031.3703814692235,0.0
2024-01-01 00:01:59,1075.9535386301047,0.0
2024-01-01 00:02:00,1044.2695116662107,0.0
2024-01-01 00:02:01,1057.0879510934005,0.0
2024-01-01 00:02:02,1064.0311881772457,0.0
